pr_number,created_at,merged_at,author,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_linked_issues,time_since_last_commit,number_of_reviews_requested,number_of_revisions,number_of_milestones,comment_authors,issue_comments_text,reviews_text,issue_text,review_comments
29146,2024-08-15T18:27:54Z,2024-09-12T08:21:42Z,Mugen87,9,4,5,226,12,3,0,[],398024.0,0,8441882.0,0,0,3069978.10051,0,5,1,"['jacksontan', 'puxiao', 'VegarRingdalAibel', 'Mugen87']","@puxiao Actually I had to restore some deleted docs. The `camera` property actually represents the camera whereas the `object` reference represents the object that is controlled by `TransformControls`.

The thing is `TransformControls` does not transform the camera so it makes sense when `object` points to the controlled 3D object and the scene's camera is saved in a separate reference. Rome wasn't built in a day.



By the way, you forgot to delete these:

> docs/examples/en/controls/DragControls.html

```diff
    <h2>Methods</h2>

    <p>See the base [page:Controls] class for common methods.</p>

-    <h3>[method:undefined connect] ()</h3>
-    <p>
-        Adds the event listeners of the controls.
-    </p>

-    <h3>[method:undefined disconnect] ()</h3>
-    <p>
-        Removes the event listeners of the controls.
-    </p>

-    <h3>[method:undefined dispose] ()</h3>
-    <p>
-        Should be called if the controls is no longer required.
-    </p>

    <h2>Source</h2>
```

 @Mugen87  Will these PRs be released in r168?
I have prepared some Chinese translations, but have not submitted PR yet, waiting for your this PR. I'd like to wait for at least one feedback (see https://github.com/mrdoob/three.js/pull/29146#discussion_r1718826206) so the API change is approved. Hence, the change might not be included in `r168`. It has been a month since the PR was filed so I'm going ahead and merge it so we can finish the migration to `THREE.Controls`. 

Of course we can update the API at any point if things like `getGizmo()` or the connect/disconnect routines require changes. Updated from 167 to 169.
Got error when calling dispose(), error looks to be this:
https://github.com/mrdoob/three.js/blob/dev/examples/jsm/controls/TransformControls.js#L539-L544

Traverse was part of `Object3D` so dispose might need some changes. Unless Ive manged to overlook/mess something up.

 Hi, how do you get the function getGizmo from controls? I cannot seem to see it in 
https://threejs.org/docs/#examples/en/controls/TransformControls or https://threejs.org/docs/#api/en/extras/Controls

As the suggested comment, this code `scene.add(controls)` will break on r169 and suggestion is to use `scene.add( controls.getGizmo() );` but cannot get the gizmo. ![image](https://github.com/user-attachments/assets/8360f531-d015-44a6-b713-a54186df1513)
 ah right, thanks.TransformControls.html

You forgot to delete these: 

```diff
- <h3>[property:Object3D object]</h3>
- <p>
-	The 3D object being controlled.
- </p>
```
","TransformControls.html

You forgot to delete these: 

```diff
- <h3>[property:Object3D object]</h3>
- <p>
-	The 3D object being controlled.
- </p>
```
","Related issue: https://github.com/mrdoob/three.js/pull/29085

**Description**

Same as https://github.com/mrdoob/three.js/pull/29085.

This is a breaking change though. `TransformControls` was derived from `Object3D` so far which had pros and cons. You could add the controls directly to the scene to render the gizmo (the visual helpers) but the `Object3D` methods `attach()` and `detach()` were overwritten with control specific methods.

The new approach is conceptually cleaner and more consistent compared to all other controls. But since `TransformControls` is no 3D object anymore, developers must add the gizmo differently now. So instead of:
```js
scene.add( controls );
```
It is now:
```js
scene.add( controls.getGizmo() );
```","@mrdoob Are you okay with `getGizmo()`?  @arodic How does this change look to you? `getGizmo()` is okay 👌 Actually, `getHelper()` would follow the current naming: 
https://github.com/mrdoob/three.js/tree/dev/examples/jsm/helpers"
29941,2024-11-21T09:58:44Z,2024-11-21T10:05:16Z,Mugen87,0,0,2,53,2,0,0,[],,0,393.0,0,0,3074817.339361,0,2,1,[],,,"Related issue: https://github.com/mrdoob/three.js/pull/29878#issuecomment-2490253249

**Description**

This adds logarithmic depth support to `SSRNode` by using the same approach like for AO.",
29930,2024-11-20T08:12:11Z,2024-11-21T09:43:09Z,Jian-Nam,1,2,2,1,1,2,1,[],187.0,0,91858.0,0,0,3076146.831699,0,2,1,['github-actions[bot]'],"### 📦 Bundle size

_Full ESM build, minified and gzipped._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 339.13 <br> **79** | 339.13 <br> **79** | +0 B <br> **+0 B** |
| WebGPU | 478.76 <br> **132.73** | 478.76 <br> **132.73** | +0 B <br> **+0 B** |
| WebGPU Nodes | 478.23 <br> **132.61** | 478.23 <br> **132.61** | +0 B <br> **+0 B** |

### 🌳 Bundle size after tree-shaking

_Minimal build including a renderer, camera, empty scene, and dependencies._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 464.59 <br> **111.96** | 464.59 <br> **111.96** | +0 B <br> **+0 B** |
| WebGPU | 546.92 <br> **148.18** | 546.92 <br> **148.18** | +0 B <br> **+0 B** |
| WebGPU Nodes | 502.8 <br> **137.9** | 502.8 <br> **137.9** | +0 B <br> **+0 B** |",,"## Issue Description:
The `play` method of the audio object in Three.js sets the starting point based on the current `progress`. The `progress` is updated only when the `pause` or `stop` methods are called.

Currently, when `pause` is executed during playback, the `progress` is set to the pause point. If the audio is played to the end from that point, the `onEnded` event is triggered, and the audio stops. However, if playback is restarted after this, the `onEnded` event does not update the `progress`. As a result, the audio restarts from the previous `pause` point rather than the actual start of the audio.

## Proposed Solution:
This behavior is unintuitive and can lead to unexpected behavior. To resolve this issue, I modified the `onEnded` method to execute the `stop` method, which ensures that `progress` is updated correctly.

## ScreenShot
before

https://github.com/user-attachments/assets/676cb00d-f3b0-49c6-bf2f-e8145c0f88a0

after

https://github.com/user-attachments/assets/d22f169f-995b-4b06-bdf0-64bae2a08646





","Calling `stop()`  could cause a warning if the audio has no playback control.

To be on the safe side, I would simply add `this._progress = 0;` to fix the issue.

 I agree. I didn’t consider the playbackControl warning. I’ve updated the fix and pushed the commit again. dfe6c8c"
29939,2024-11-21T04:36:38Z,2024-11-21T04:43:41Z,sunag,1,0,1,2,1,0,0,[],186.0,0,426.0,0,0,3094111.985549,0,1,1,['github-actions[bot]'],"### 📦 Bundle size

_Full ESM build, minified and gzipped._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 339.13 <br> **79** | 339.13 <br> **79** | +0 B <br> **+0 B** |
| WebGPU | 482.43 <br> **133.72** | 482.48 <br> **133.72** | +49 B <br> **+3 B** |
| WebGPU Nodes | 481.9 <br> **133.62** | 481.95 <br> **133.62** | +49 B <br> **+2 B** |

### 🌳 Bundle size after tree-shaking

_Minimal build including a renderer, camera, empty scene, and dependencies._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 464.59 <br> **111.96** | 464.59 <br> **111.96** | +0 B <br> **+0 B** |
| WebGPU | 550.49 <br> **149.19** | 550.54 <br> **149.19** | +49 B <br> **+5 B** |
| WebGPU Nodes | 506.37 <br> **138.9** | 506.42 <br> **138.91** | +49 B <br> **+5 B** |",,"Related issue: https://github.com/mrdoob/three.js/pull/29849

**Description**

Fix toggle shadow enabled.",
29937,2024-11-20T16:48:10Z,2024-11-20T16:55:09Z,Mugen87,1,0,1,6,1,0,0,[],186.0,0,419.0,0,0,3136627.439549,0,1,1,['github-actions[bot]'],"### 📦 Bundle size

_Full ESM build, minified and gzipped._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 339.13 <br> **79** | 339.13 <br> **79** | +0 B <br> **+0 B** |
| WebGPU | 478.72 <br> **132.72** | 478.76 <br> **132.73** | +42 B <br> **+8 B** |
| WebGPU Nodes | 478.18 <br> **132.6** | 478.23 <br> **132.61** | +42 B <br> **+9 B** |

### 🌳 Bundle size after tree-shaking

_Minimal build including a renderer, camera, empty scene, and dependencies._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 464.59 <br> **111.96** | 464.59 <br> **111.96** | +0 B <br> **+0 B** |
| WebGPU | 546.88 <br> **148.18** | 546.92 <br> **148.18** | +42 B <br> **+8 B** |
| WebGPU Nodes | 502.76 <br> **137.89** | 502.8 <br> **137.9** | +42 B <br> **+10 B** |",,"Related issue: https://github.com/mrdoob/three.js/issues/29922#issuecomment-2488128904

**Description**

The PR adds `hasInitialized()` to `Renderer` so developers can check if the renderer is ready for usage.",
29933,2024-11-20T10:44:35Z,2024-11-20T13:05:08Z,Mugen87,0,0,1,8,1,1,1,[],,0,8438.0,0,0,3150424.831504,0,1,1,[],,,"Related issue: -

**Description**

Since there is already a fallback in place for `GPUShaderStage` in `WGSLNodeBuilder`, it seems the fallback from `WebGPU.js` can be removed.

https://github.com/mrdoob/three.js/blob/d6c03fcec870f6c702a8b13e6d51a90b9f6d7384/src/renderers/webgpu/nodes/WGSLNodeBuilder.js#L21-L34",
29935,2024-11-20T11:58:59Z,2024-11-20T12:26:05Z,AlaricBaraou,1,0,1,11,1,1,1,[],1455.0,0,1627.0,0,0,3152771.907906,0,1,1,['RenaudRohlinger'],Thanks!,,"**Description**

While playing with the sceneOptimizer I noticed that it didn't check for the map property when generating the mapHash, which would cause some incompatible mesh to be batched together.

Regarding the material, they were all converted to physicalMaterial, now they use the same constructor as the original material.

And lastly, regarding the color, it was both on the initial material and per instance resulting in different color than the originals. 

*This contribution is funded by [Alaric Baraou](https://alaricbaraou.com/)💶*",
29936,2024-11-20T12:14:02Z,2024-11-20T12:15:40Z,Mugen87,0,0,1,4,1,0,0,[],,0,98.0,0,0,3153398.139791,0,1,1,[],,,"Related issue: #29897

**Description**

Fixed a deprecation warning in `webgpu_animation_retargeting`.
",
29934,2024-11-20T11:31:32Z,2024-11-20T12:04:08Z,Mugen87,0,0,2,61,3,0,0,[],,0,2611.0,0,0,3153436.625966,0,2,1,[],,,"Related issue: -

**Description**

Switching to a more interesting model (which already exists in the repo) and improving scene and renderer setup.",
29929,2024-11-20T05:42:02Z,2024-11-20T06:38:15Z,mrdoob,3,0,2,118,4,0,0,[],176.0,0,4680.0,0,0,3172337.920442,0,2,1,"['github-actions[bot]', 'linbingquan', 'mrdoob']","### 📦 Bundle size

_Full ESM build, minified and gzipped._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 339.13 <br> **79** | 339.13 <br> **79** | +0 B <br> **+0 B** |
| WebGPU | 478.72 <br> **132.72** | 478.72 <br> **132.72** | +0 B <br> **+0 B** |
| WebGPU Nodes | 478.18 <br> **132.6** | 478.18 <br> **132.6** | +0 B <br> **+0 B** |

### 🌳 Bundle size after tree-shaking

_Minimal build including a renderer, camera, empty scene, and dependencies._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 464.59 <br> **111.96** | 464.59 <br> **111.96** | +0 B <br> **+0 B** |
| WebGPU | 546.88 <br> **148.18** | 546.88 <br> **148.18** | +0 B <br> **+0 B** |
| WebGPU Nodes | 502.76 <br> **137.89** | 502.76 <br> **137.89** | +0 B <br> **+0 B** | I have previously tested that using the `MathUtils.*` namespace in the `three.js` project has no effect on the tree shake.

Consistent with the robot report. Kind of counter-intuitive.

But referencing `three.js` in other projects, the `MathUtils.*` namespace has an effect on tree shaking.
 Minifiers seem to be smart these days.",,Related issue: #29812,
29932,2024-11-20T08:42:19Z,2024-11-20T09:01:17Z,linbingquan,0,0,1,4,1,0,0,[],,0,1139.0,0,0,3165061.933143,0,1,1,[],,,"Related PR: https://github.com/mrdoob/three.js/pull/29929

**Description**

As the title says.

![image](https://github.com/user-attachments/assets/a921e2a6-937b-465b-969c-036707efa8c1)
",
29681,2024-10-17T12:06:49Z,2024-11-19T10:05:19Z,felixwri,1,0,2,31,2,1,1,[],2844077.0,0,2844079.0,0,0,3247453.560339,0,2,1,['Mugen87'],Nice! `setFromPoints()` now works as expected with `LineGeometry`.,,"**Description**

This overrides the `setFromPoints` method inherited by `BufferGeometry` so that it can be used to set the vertex positions on a `LineGeometry`. 

```js
const points = curve.getPoints(100);

const geometry = new LineGeometry();
geometry.setFromPoints(points); // Takes Vector3[] or Vector2[]
```

I think this could be more intuitive since previously, `setFromPoints` would be suggested by intellisense but would not work.


",
29920,2024-11-19T03:14:24Z,2024-11-19T09:04:27Z,puxiao,0,0,2,10,2,1,1,[],,0,21003.0,0,0,3251274.738879,0,2,1,[],,,,
29921,2024-11-19T05:32:27Z,2024-11-19T05:40:23Z,sunag,1,0,1,36,1,0,0,[],184.0,0,479.0,0,0,3263515.749744,0,1,1,['github-actions[bot]'],"### 📦 Bundle size

_Full ESM build, minified and gzipped._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 339.13 <br> **79** | 339.13 <br> **79** | +0 B <br> **+0 B** |
| WebGPU | 478.67 <br> **132.72** | 478.72 <br> **132.72** | +50 B <br> **+1 B** |
| WebGPU Nodes | 478.13 <br> **132.6** | 478.18 <br> **132.6** | +50 B <br> **+2 B** |

### 🌳 Bundle size after tree-shaking

_Minimal build including a renderer, camera, empty scene, and dependencies._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 464.59 <br> **111.96** | 464.59 <br> **111.96** | +0 B <br> **+0 B** |
| WebGPU | 546.83 <br> **148.16** | 546.88 <br> **148.18** | +50 B <br> **+14 B** |
| WebGPU Nodes | 502.71 <br> **137.88** | 502.76 <br> **137.89** | +50 B <br> **+7 B** |",,"**Description**

`material.shadowPositionNode` was losing the custom position reference after the first shadow structure was created, due to caching.

| Before | Now |
| ------------- | ------------- |
| ![image](https://github.com/user-attachments/assets/0e0550ec-5436-4312-bedd-2690e43a195c) | ![image](https://github.com/user-attachments/assets/4c12a66a-339b-4ea6-a39f-3002f43b3a14) |

```js
// to reproduce this problem put this code in `webgpu_shadowmap` example
const mesh = new THREE.Mesh( new THREE.BoxGeometry( 7, 4, 7 ), new THREE.MeshStandardMaterial( { color: 0x00ff00 } ) );
mesh.receiveShadow = true;
mesh.castShadow = true;
mesh.position.set( 0, 2, 0 );
scene.add( mesh );
```",
29871,2024-11-13T09:04:56Z,2024-11-18T09:58:08Z,kxxhan,0,0,10,62,5,1,1,[],,0,435213.0,0,0,3334434.613357,0,10,1,[],,,"**Description**
I’m developing a 3D Point Cloud editor using Three.js, and I’m using ArcballControls because it’s the best fit for this project. While editing (especially when removing noise points at specific click locations), unwanted focus events often get triggered by double-tap actions, which hurts the user experience.

To improve this, I’ve modified ArcballControls to prevent double-tap (or double-click) actions from triggering focus when it’s not wanted. I’ve added a new enableFocus property that allows users to disable the focus action, helping to avoid interruptions during editing.

Here's a GIF showing how it works:
![ArcballControls](https://github.com/user-attachments/assets/6f3d7435-c5a8-4f58-9991-6cfeebe22562)


",
29857,2024-11-11T04:25:35Z,2024-11-11T06:22:33Z,RenaudRohlinger,2,0,4,36,1,0,0,[],177.0,0,645052.0,0,0,3314156.715297,0,4,1,"['github-actions[bot]', 'RenaudRohlinger']","### 📦 Bundle size

_Full ESM build, minified and gzipped._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 339.22 <br> **79.04** | 339.22 <br> **79.04** | +0 B <br> **+0 B** |
| WebGPU | 476.9 <br> **132.19** | 477.43 <br> **132.37** | +532 B <br> **+182 B** |
| WebGPU Nodes | 476.2 <br> **132.01** | 476.73 <br> **132.2** | +532 B <br> **+189 B** |

### 🌳 Bundle size after tree-shaking

_Minimal build including a renderer, camera, empty scene, and dependencies._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 464.67 <br> **111.99** | 464.67 <br> **111.99** | +0 B <br> **+0 B** |
| WebGPU | 545.93 <br> **147.86** | 546.47 <br> **148.04** | +532 B <br> **+181 B** |
| WebGPU Nodes | 501.81 <br> **137.56** | 502.35 <br> **137.74** | +532 B <br> **+182 B** | Reminder to remove the patch when https://github.com/gpuweb/gpuweb/pull/4941 gets propagated.",,"**Description**

Add fallback for GPUOutOfMemoryError via `device.pushErrorScope( 'out-of-memory' )` when creating timestamp query set. This prevents renderer breakage caused by failed sample buffer allocation.
Also added an error message suggesting users close other GPU-intensive tabs to enable timestamp measurements as it's in most case the issue triggering the error.

Before (crashing the renderer):
<img width=""507"" alt=""image"" src=""https://github.com/user-attachments/assets/27d4088f-a137-40b4-9eca-2f632bd74d55"">

After (handle error, nothing breaks):
<img width=""540"" alt=""image"" src=""https://github.com/user-attachments/assets/d3ce6e87-3f8a-4b67-8594-41cdae97ef5f"">


*This contribution is funded by [Utsubo](https://utsubo.com)*
",
29897,2024-11-15T03:40:30Z,2024-11-19T02:55:59Z,sunag,12,1,6,180,6,1,0,[],198.0,0,342944.0,0,0,3273369.933815,0,6,1,"['sunag', 'WestLangley', 'github-actions[bot]', 'Makio64', 'Mugen87']","### 📦 Bundle size

_Full ESM build, minified and gzipped._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 339.13 <br> **79** | 339.13 <br> **79** | +0 B <br> **+0 B** |
| WebGPU | 478.14 <br> **132.62** | 478.67 <br> **132.72** | +528 B <br> **+99 B** |
| WebGPU Nodes | 477.61 <br> **132.5** | 478.13 <br> **132.6** | +528 B <br> **+96 B** |

### 🌳 Bundle size after tree-shaking

_Minimal build including a renderer, camera, empty scene, and dependencies._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 464.59 <br> **111.96** | 464.59 <br> **111.96** | +0 B <br> **+0 B** |
| WebGPU | 546.83 <br> **148.16** | 546.83 <br> **148.16** | +0 B <br> **+0 B** |
| WebGPU Nodes | 502.71 <br> **137.88** | 502.71 <br> **137.88** | +0 B <br> **+0 B** | Would it be better to rename `blendNormal` to `blendColor`? 
`blendNormals` should be intended for blend geometry normals. > Would it be better to rename `blendNormal` to `blendColor`? `blendNormals` should be intended for blend geometry normals.

Sorry for my lack of knowlegdes but you mean there is a way to blend the geometries normals without blending the color (output) ? Do you have a usecase in mind you can share to me to understand why peoples will do it ? > Sorry for my lack of knowlegdes but you mean there is a way to blend the geometries normals without blending the color (output) ? Do you have a usecase in mind you can share to me to understand why peoples will do it ?

A common case is mixing two normal maps. >Would it be better to rename blendNormal to blendColor?

Yes, rename it. The question remains as to what the name should be...

The formula looks similar to the Porter Duff _over_ operator, but not exactly.

@Mugen87 Is it an SSR hack of some sort, and therefore specific to that particular algorithm?

//

Be aware that the output of a beauty pass has alpha premultiplied by default. Be careful when using these formulas.

These blend modes only make sense if you know the context. I think the file should have specific references for the formulas.
 > @Mugen87 Is it an SSR hack of some sort, and therefore specific to that particular algorithm?

The previous `SSRPass` used a separate render pass via copy shader to blend the SSR over the beauty via normal blending.  Via `blendColor()` we achieve the same result as before but without a separate pass.

Right now, the blend function is not specific for `SSRNode`. It should work for similar use cases which relied on normal blending as well.

The premultiply alpha topic might be relevant in the future. If a use case comes up, we probably need a third parameter `premultipliedAlpha` with an additional code path. @Mugen87

`BlendModes.js` contains some blending functions -- from somewhere -- maybe @sunag knows where they are from. I am curious to know...

>It should work for similar use cases which relied on normal blending as well.

The function you added to the file in #29879 does not match the three.js normal blending formula. Also, the proposed name `blendColor()` does not have a well-defined meaning.

So, currently, I would be inclined to revert #29879, and inline the function in the SSR shader.

 > The function you added to the file in https://github.com/mrdoob/three.js/pull/29879 does not match the three.js normal blending formula.

Do you mind elaborating the differences and why we still get the same visual result? I don't remember exactly all links, because I was looking for blend modes that used `mix` instead of conditionals like this:
https://github.com/Experience-Monks/glsl-blend-overlay/blob/master/index.glsl

then validated them in the image editor and got the expected result.

It looks the ""same"" comparing to the reference below, except that our version returns a vec4() with the base opacity and has a opacity as parameter, I don't think the order of addition should change the result here.

https://github.com/jamieowen/glsl-blend/blob/master/normal.glsl >Do you mind elaborating the differences and why we still get the same visual result?

Please refer to the Porter Duff __over__ blending operator explained in [this Wikipedia article](https://en.wikipedia.org/wiki/Alpha_compositing).

1. The original blending formula assumes the source, destination, and output colors are _non-premultiplied_. Here is how those formulas are written in the case where the source is the shader output and the destination is the drawing buffer -- both non-premultiplied.

```
dst.rgb = src.rgb * src.a + dst.rgb * dst.a * ( 1 - src.a )
dst.a   = src.a   * 1     + dst.a           * ( 1 - src.a )
dst.rgb = dst.rgb / dst.a
```

2. Later in that article, you will find the formula to use when the source, destination, and output colors are premultiplied. This formula is akin to the three.js `NormalBlending` formula when `material.premultipliedAlpha` is `true`.

```
dst.rgb = src.rgb * 1 + dst.rgb * ( 1 - src.a )
dst.a   = src.a   * 1 + dst.a   * ( 1 - src.a )
```

3. Not mentioned in the article is the formula used in three.js for `NormalBlending` when the source (output of the shader) has non-premultiplied alpha and the destination has premultiplied alpha.

```
dst.rgb = src.rgb * src.a + dst.rgb * ( 1 - src.a )
dst.a   = src.a   * 1     + dst.a   * ( 1 - src.a )
```

So, the proper formula to use depends on the context.

You got the ""same answer"" because `ssr()` ignores the alpha channel of the beauty pass, and assumes alpha is 1. Plus, your test case was likely an opaque one.

//

You have promoted a shader-specific blending formula to a more general status, but the formula is only correct in certain cases. The context is important. Also, the proposed name `blendColor()` does not have a well-defined meaning. This is why I suggested in-lining the formula in the shader, and not promoting it.



 In the renderer's constructor, we set `premultipliedAlpha` to `true`. This is a flag to the compositor that the contents of the drawing buffer have premultiplied alpha.

When working with `WebGPURederer` and TSL, it is important to remember that the input to postprocessing (the output of the beauty pass) will have premultiplied alpha by default. And so should the final output of postprocessing, because that is what the compositor is expecting.
 I think the problem is in how these formulas are handling opacity, for general use it is better to use the formula that @WestLangley  mentioned (1.), because the SSR blending return a `vec4()` with `base.a` and it would be ignoring the intermediate opacity that `blend.a` could add (It looks like this is a small optimization of instructions for specific SSR usage). All other blending modes are ignoring `opacity` at the moment, but it is very likely that we will need an opacity setting option in the future that works in all blending modes.",,"Related issue: https://github.com/mrdoob/three.js/pull/29879#issuecomment-2476499445

**Description**

- [x] [Rename BlendMode -> BlendModes](https://github.com/mrdoob/three.js/commit/12ead7fc8e1b3a2104c79aa314734531b979257f)
- [x] [Added blend prefix](https://github.com/mrdoob/three.js/commit/9ee033cddf5556a6aab30dc2c8eaed44803c420a)
- [x] [Update examples](https://github.com/mrdoob/three.js/commit/9678baa5e18e6830061de417ab353a46d473aea9)","How about
```
""burn"" has been renamed. Use ""blendBurn"" instead.
```"
29918,2024-11-18T02:10:32Z,2024-11-18T09:47:51Z,mmjinglin163,2,0,1,268,2,0,0,[],20640.0,0,27473.0,0,0,3335040.404815,0,1,1,"['kxxhan', 'Mugen87']","Translating documentation is a time-consuming and valuable task, and your effort to make this accessible for Korean speakers is much appreciated. As a native Korean speaker, I wanted to provide some suggestions to make the translation even more fluent and natural.

I noticed a few parts that might sound unnatural to native Korean speakers. For example, in this sentence, '모양 흰색이나 회색과 같은 소색 차이의 변화는 인간의 지각에 달려 있고 인간의 지각은 어느 정도 관찰자의 배경에 달려 있다.', the translation could be rephrased as '무채색 값의 외형은 인간의 지각에 따라 달라지며, 이는 관찰자의 맥락에 크게 의존합니다.' to make it more fluent and natural.

Ensuring that the translation is both accurate and natural is essential for Korean readers to fully benefit from the documentation. Your current work is a great foundation, and with a few adjustments, it could become even more polished and effective.

Let me know if you’d like further input or collaboration to refine the translation further. 😊 @kxxhan Feel free to improve the Korean translation with additional PRs 👍 .",,"Docs:Color-management translation
",
29913,2024-11-17T16:23:55Z,2024-11-17T22:23:50Z,renovate[bot],0,0,1,6,1,0,0,[],,0,21653.0,0,0,3376057.669363,0,1,0,[],,,"This PR contains the following updates:

| Package | Type | Update | Change |
|---|---|---|---|
| [github/codeql-action](https://redirect.github.com/github/codeql-action) | action | digest | `4f3212b` -> `ea9e4e3` |

---

### Configuration

📅 **Schedule**: Branch creation - ""after 1am and before 7am on monday"" in timezone Asia/Tokyo, Automerge - At any time (no schedule defined).

🚦 **Automerge**: Disabled by config. Please merge this manually once you are satisfied.

♻ **Rebasing**: Whenever PR becomes conflicted, or you tick the rebase/retry checkbox.

🔕 **Ignore**: Close this PR and you won't be reminded about this update again.

---

 - [ ] <!-- rebase-check -->If you want to rebase/retry this PR, check this box

---

This PR was generated by [Mend Renovate](https://mend.io/renovate/). View the [repository job log](https://developer.mend.io/github/mrdoob/three.js).
<!--renovate-debug:eyJjcmVhdGVkSW5WZXIiOiIzOS4xOS4wIiwidXBkYXRlZEluVmVyIjoiMzkuMTkuMCIsInRhcmdldEJyYW5jaCI6ImRldiIsImxhYmVscyI6W119-->
",
29915,2024-11-17T17:17:21Z,2024-11-18T09:47:07Z,mrxz,1,0,1,28,1,1,1,[],190.0,0,59395.0,0,0,3335109.697875,0,1,1,['github-actions[bot]'],"### 📦 Bundle size

_Full ESM build, minified and gzipped._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 339.37 <br> **79.06** | 339.14 <br> **78.99** | -228 B <br> **-69 B** |
| WebGPU | 478.24 <br> **132.66** | 478.24 <br> **132.66** | +0 B <br> **+0 B** |
| WebGPU Nodes | 477.71 <br> **132.54** | 477.71 <br> **132.54** | +0 B <br> **+0 B** |

### 🌳 Bundle size after tree-shaking

_Minimal build including a renderer, camera, empty scene, and dependencies._

|| Before | After | Diff |
|:-:|:-:|:-:|:-:|
| WebGL | 464.82 <br> **112.02** | 464.59 <br> **111.96** | -228 B <br> **-57 B** |
| WebGPU | 546.92 <br> **148.19** | 546.92 <br> **148.19** | +0 B <br> **+0 B** |
| WebGPU Nodes | 502.8 <br> **137.91** | 502.8 <br> **137.91** | +0 B <br> **+0 B** |",,"**Description**
Morph target attributes were being uploaded as `DataTexture` _and_ as buffers. The latter seems to be left over from the WebGL1 fallback path. Since WebGL1 is no longer supported, it should be safe to remove this logic. With this change the morph targets now also consume less memory on the GPU.

<!-- Remove the line below if is not relevant -->

*This contribution is funded by [Fern Solutions](https://fern.solutions/)*
",
