mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_clf__strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.27109780311584475,0.004091705497832079,0.03169822692871094,0.00031532920759052636,,sqrt,1,2,200,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'clf__strategy': 'none'}",0.6071363011324619,0.6094287208248197,0.6146799857733308,0.6231173933613308,0.5963380031430382,0.6101400808469962,0.00882096878393247,124
0.26924638748168944,0.02585353564215917,0.03222203254699707,0.0011962209181572145,,sqrt,1,2,200,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'clf__strategy': 'undersample'}",0.5792316311201146,0.5810405320797787,0.5790539671517564,0.6195384508028328,0.5774320849213864,0.5872593332151738,0.016179998528979868,365
0.5864964962005615,0.04677486982355659,0.04657411575317383,0.008074287549324672,,sqrt,1,2,200,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'clf__strategy': 'oversample'}",0.5912632155237822,0.5921574794620469,0.6115427674747754,0.6305216142121355,0.6005178408120385,0.6052005834969558,0.014612862567107324,179
0.9743371963500976,0.06960089925189984,0.0731478214263916,0.007932742724484288,,sqrt,1,2,500,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 500, 'clf__strategy': 'none'}",0.6064914958305221,0.6053712868834592,0.6119729218701941,0.6315668087586199,0.6086334181019724,0.6128071862889535,0.009645935093487093,103
0.692166805267334,0.016485293901230675,0.07005815505981446,0.0059563019606979906,,sqrt,1,2,500,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 500, 'clf__strategy': 'undersample'}",0.5943257650589816,0.5808926301916494,0.5734561066565915,0.6179554466451689,0.5817300518356397,0.5896720000776062,0.015650673820358507,341
1.1909603595733642,0.06849117064062303,0.07534303665161132,0.004449139939161027,,sqrt,1,2,500,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 500, 'clf__strategy': 'oversample'}",0.6028520469721603,0.5919925798595722,0.6045464131736998,0.6248533203308803,0.5985083733850872,0.60455054674428,0.011039002899274968,193
2.090612363815308,0.1768760214632781,0.12770156860351561,0.00568667500702918,,sqrt,1,2,1000,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 1000, 'clf__strategy': 'none'}",0.611500173349725,0.5920234901621603,0.6142952181910629,0.630112041538332,0.6066757567031975,0.6109213359888954,0.012289465681239108,117
1.5000623226165772,0.06681456271147217,0.1325918197631836,0.01434813998796079,,sqrt,1,2,1000,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 1000, 'clf__strategy': 'undersample'}",0.5875916504883276,0.5795722815369475,0.5836108730788738,0.6145079519640604,0.5811458835853798,0.5892857281307179,0.012898391899530862,344
2.2612964153289794,0.13427981612761614,0.12265362739562988,0.0013899830365031664,,sqrt,1,2,1000,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 1000, 'clf__strategy': 'oversample'}",0.605338195671088,0.599017331653845,0.6017503572320213,0.6293615377621199,0.5989422306523723,0.6068819305942894,0.011479892445203008,159
0.3694389820098877,0.005011118774284143,0.03507418632507324,0.0012655737468235885,,sqrt,1,10,200,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200, 'clf__strategy': 'none'}",0.5995204201205473,0.5911125792536863,0.6137757938202206,0.6243407198649388,0.5973421176653078,0.6052183261449402,0.012102636762571005,177
0.2898266792297363,0.0280531990632196,0.03520956039428711,0.0005686493655771372,,sqrt,1,10,200,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200, 'clf__strategy': 'undersample'}",0.5895280388213558,0.5588798876375093,0.5673439902028241,0.6256163027859012,0.5752793017846993,0.5833295042464579,0.023429559675037688,407
0.4495980262756348,0.014041744202386543,0.039934730529785155,0.004603343295735097,,sqrt,1,10,200,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200, 'clf__strategy': 'oversample'}",0.5992160422227912,0.5928292749498211,0.6000599650446532,0.6289015019832227,0.5932468740928929,0.6028507316586762,0.013358934499449143,212
0.8623203754425048,0.016031668900475065,0.0733870029449463,0.0002840670915681575,,sqrt,1,10,500,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500, 'clf__strategy': 'none'}",0.586702463943321,0.5921572809100726,0.6090223481783096,0.6260385148791067,0.6006957601094653,0.6029232736040552,0.013823864662035671,211
0.6388493061065674,0.02267017743070675,0.06545662879943848,0.006225387014776764,,sqrt,1,10,500,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500, 'clf__strategy': 'undersample'}",0.5891476762644776,0.5665710648177591,0.5669920682504892,0.6107802317221458,0.5679041839029045,0.5802790449915552,0.017473206179494532,431
1.0642055988311767,0.01539126462131058,0.0706547737121582,0.005807930335765486,,sqrt,1,10,500,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500, 'clf__strategy': 'oversample'}",0.5915679008037413,0.5972109973344072,0.6057887514198469,0.6288490706876583,0.602668792354601,0.6052171025200509,0.012772540971747796,178
1.6848172187805175,0.021042569697570703,0.11572394371032715,0.006434757856105086,,sqrt,1,10,1000,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 1000, 'clf__strategy': 'none'}",0.5908995822512901,0.5898967107034219,0.6107972660167142,0.6258524731669122,0.596485959771959,0.6027863983820595,0.013735747370271213,213
1.2455803394317626,0.021868582767558153,0.12176666259765626,0.014428776504351287,,sqrt,1,10,1000,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 1000, 'clf__strategy': 'undersample'}",0.5885928422675083,0.5668038384530723,0.566180990822859,0.6094365136312079,0.5723616394429887,0.5806751649235272,0.01650160162429202,426
1.9946499347686768,0.012521405163157473,0.1267061710357666,0.0058316514053452706,,sqrt,1,10,1000,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 1000, 'clf__strategy': 'oversample'}",0.5973522794330919,0.5948565847485098,0.598374453679295,0.6359305401654486,0.6056149800284697,0.606425767610963,0.015180163476332994,163
0.34402918815612793,0.008441799219603321,0.034151458740234376,0.0006820350010736714,,sqrt,1,20,200,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 20, 'clf__n_estimators': 200, 'clf__strategy': 'none'}",0.5776854376805154,0.585914864838939,0.6052802169678969,0.6156221399683829,0.5938839357422232,0.5956773190395914,0.013507339197733918,296
0.262908935546875,0.005421407781907753,0.033807897567749025,0.0011517259291173928,,sqrt,1,20,200,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 20, 'clf__n_estimators': 200, 'clf__strategy': 'undersample'}",0.585043055352086,0.5460531621367845,0.5518760355211355,0.587060656679055,0.5638753485471584,0.5667816516472438,0.016763121293751584,507
0.4320213794708252,0.02777952423680897,0.035019636154174805,0.0009609501572643135,,sqrt,1,20,200,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 20, 'clf__n_estimators': 200, 'clf__strategy': 'oversample'}",0.58679145301738,0.5787136894502081,0.5967976838892857,0.6184788624762668,0.5922545648348339,0.5946072507335949,0.013370706486571406,302
0.7958534240722657,0.011629756830718287,0.060472631454467775,0.0006305736407760292,,sqrt,1,20,500,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 20, 'clf__n_estimators': 500, 'clf__strategy': 'none'}",0.5797580225416534,0.5899707139970524,0.605897260277943,0.6163361858529586,0.5912312632411912,0.5966386891821596,0.01290249253776939,284
0.6012298583984375,0.004724551140651371,0.06254582405090332,0.005404874772938122,,sqrt,1,20,500,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 20, 'clf__n_estimators': 500, 'clf__strategy': 'undersample'}",0.5844535959525432,0.5574027588078344,0.555565004104212,0.5957559996740038,0.5604659682532265,0.5707286653583641,0.016294665032812166,489
1.058039379119873,0.08928865453939594,0.09427022933959961,0.025571867067557198,,sqrt,1,20,500,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 20, 'clf__n_estimators': 500, 'clf__strategy': 'oversample'}",0.5889400130889123,0.5827434309001607,0.5944337481249256,0.6315997568842755,0.590585024935809,0.5976603947868165,0.017383401711659377,269
1.6133816242218018,0.03716024168934343,0.11324009895324708,0.005013779232118788,,sqrt,1,20,1000,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 20, 'clf__n_estimators': 1000, 'clf__strategy': 'none'}",0.580896448802296,0.5883096097331957,0.6081165005922005,0.6141152922210739,0.5951742341511824,0.5973224170999897,0.01228145524275089,277
1.1750682830810546,0.0037538049900136348,0.11843695640563964,0.00641213438207893,,sqrt,1,20,1000,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 20, 'clf__n_estimators': 1000, 'clf__strategy': 'undersample'}",0.5881127661301497,0.5545656458124595,0.5581488347514303,0.5910879046558803,0.5572018438390655,0.569823399037797,0.016217757478867213,493
1.9759331226348877,0.03563309887283338,0.12335004806518554,0.0011820819753914677,,sqrt,1,20,1000,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 20, 'clf__n_estimators': 1000, 'clf__strategy': 'oversample'}",0.5900491331679262,0.5883511899948466,0.5920008774533772,0.625223253770145,0.5898868017962564,0.5971022512365103,0.014108189507810866,278
0.35292806625366213,0.008359143370904393,0.03513555526733399,0.0007429605163524268,,sqrt,2,2,200,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'clf__strategy': 'none'}",0.5660409419901667,0.5799685953467625,0.6030883779585683,0.6180114552516868,0.5927343640724426,0.5919687469239253,0.01799283039195042,317
0.2798169136047363,0.002798312130634172,0.03432388305664062,0.0003834313204806017,,sqrt,2,2,200,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'clf__strategy': 'undersample'}",0.5816260858941377,0.566213957352223,0.5561737020678499,0.591377905196638,0.5691074166220881,0.5728998134265874,0.012299865469143295,479
0.4472178936004639,0.027589967395102076,0.040810585021972656,0.006919477461940222,,sqrt,2,2,200,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 200, 'clf__strategy': 'oversample'}",0.5896967518403853,0.5858711665894304,0.6022208142664345,0.6289932162392423,0.5962616856912182,0.6006087269253422,0.015254125419746332,230
0.8286148071289062,0.008634575020534028,0.06279902458190918,0.00465855121719682,,sqrt,2,2,500,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 500, 'clf__strategy': 'none'}",0.5791565949333067,0.5849823823683683,0.608268287593199,0.6165151389901353,0.5945389787852986,0.5966922765340615,0.013972890536773742,283
0.6089736938476562,0.00897376861413011,0.06572470664978028,0.0056965938344042556,,sqrt,2,2,500,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 500, 'clf__strategy': 'undersample'}",0.5790909736056753,0.5655817427229489,0.5528182369266545,0.6017607872574717,0.5677038835167478,0.5733911248058996,0.01645539973168065,468
1.024031972885132,0.013580092165134764,0.07295265197753906,0.0008703940063014188,,sqrt,2,2,500,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 500, 'clf__strategy': 'oversample'}",0.5836112606583324,0.5832197360630538,0.5927884115411851,0.6303980681973268,0.6009698130291896,0.5981974578978175,0.01738339633323839,260
1.5937355995178222,0.00918803013180197,0.11376080513000489,0.005112844750938682,,sqrt,2,2,1000,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 1000, 'clf__strategy': 'none'}",0.5809477300396136,0.5843558075854011,0.6053129628453908,0.6168988205739838,0.593111172013684,0.5961252986116147,0.013370989901394077,290
1.221140241622925,0.04093287491844489,0.11864829063415527,0.007788991576486923,,sqrt,2,2,1000,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 1000, 'clf__strategy': 'undersample'}",0.578643040694494,0.565903878192656,0.5530343268711311,0.5949737382075322,0.5720417497668178,0.5729193467465261,0.01388926093108839,477
1.9674737930297852,0.022053529744448238,0.12521638870239257,0.0007043168695626722,,sqrt,2,2,1000,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 1000, 'clf__strategy': 'oversample'}",0.5915911293167126,0.5865234566751633,0.5981940166234299,0.6228991298726838,0.597949777495232,0.5994315019966443,0.012510359814624832,245
0.3418709754943848,0.009181126892327734,0.034533023834228516,0.000762892885575097,,sqrt,2,10,200,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 200, 'clf__strategy': 'none'}",0.5691383765253148,0.5784046346356249,0.6055138417490075,0.59254972149709,0.5853518034293884,0.5861916755672851,0.012376827169301784,382
0.26223173141479494,0.003962129129229497,0.03407096862792969,0.0006553706696511803,,sqrt,2,10,200,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 200, 'clf__strategy': 'undersample'}",0.5811309261333352,0.5548280262251528,0.5344204298497591,0.5883228660174817,0.5617258248374979,0.5640856146126454,0.019231649633091326,535
0.4152353763580322,0.013339676150066081,0.03559479713439941,0.0003104414837894494,,sqrt,2,10,200,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 200, 'clf__strategy': 'oversample'}",0.5829237191417033,0.5891386954825817,0.5903671738435153,0.6340069152462318,0.5911161661002904,0.5975105339628645,0.01847573666788062,272
0.7939435005187988,0.011427498709593762,0.06835870742797852,0.0065109528476613885,,sqrt,2,10,500,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 500, 'clf__strategy': 'none'}",0.5744881631433219,0.5881724942889998,0.596455163699094,0.6020733196949234,0.5815309866364239,0.5885440254925526,0.009924877078841939,350
0.5949329853057861,0.004106317609534074,0.06498456001281738,0.006457299516011745,,sqrt,2,10,500,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 500, 'clf__strategy': 'undersample'}",0.5742170619356389,0.5574995277412264,0.5523390890813118,0.5922777192255023,0.5629017178874397,0.5678470231742239,0.014208863637303212,502
1.0539706707000733,0.08756496280825123,0.07561979293823243,0.004572220435698096,,sqrt,2,10,500,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 500, 'clf__strategy': 'oversample'}",0.5892461429328137,0.5895746922481744,0.5910600623949335,0.6326749883310672,0.599065394829025,0.6003242561472029,0.016566578445413677,234
1.5914416790008545,0.04172889120632354,0.11190266609191894,0.0006024096794020332,,sqrt,2,10,1000,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 1000, 'clf__strategy': 'none'}",0.5746202083048453,0.5838346217015493,0.6047513208822048,0.602860186762716,0.58465321593196,0.5901439107166551,0.011713413694474142,337
1.1821818351745605,0.033736333960447194,0.11882333755493164,0.0061623536679059985,,sqrt,2,10,1000,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 1000, 'clf__strategy': 'undersample'}",0.5785677001359866,0.5512434859958932,0.5532560222405629,0.5903324226634631,0.5577833228231243,0.566236590771806,0.015475215422929574,514
1.9544304847717284,0.014797027152171616,0.1208570957183838,0.004604105932114643,,sqrt,2,10,1000,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 1000, 'clf__strategy': 'oversample'}",0.5875977899364919,0.5825766380808117,0.5983438159401067,0.6356528919993395,0.5938376772213424,0.5996017626356184,0.01880660131772685,244
0.3539756774902344,0.027020617519543096,0.03779525756835937,0.005190559843796338,,sqrt,2,20,200,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 20, 'clf__n_estimators': 200, 'clf__strategy': 'none'}",0.5681394397500168,0.5712261899960694,0.6006089871880099,0.5878800900696819,0.5904351380603701,0.5836579690128295,0.01221856966829821,403
0.26888861656188967,0.008258772688571761,0.034102344512939455,0.0008472831779183838,,sqrt,2,20,200,undersample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 20, 'clf__n_estimators': 200, 'clf__strategy': 'undersample'}",0.5714541589099813,0.5546162675349001,0.5413758550872835,0.5756400686415515,0.5415826426589161,0.5569337985665266,0.014448833501076713,572
0.41053338050842286,0.012818779646984581,0.03509163856506348,0.0006488950127453263,,sqrt,2,20,200,oversample,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 20, 'clf__n_estimators': 200, 'clf__strategy': 'oversample'}",0.5775376069467153,0.5715145670297387,0.5778522042006499,0.6231849152011735,0.5819972540113519,0.5864173094779257,0.018685264776707816,375
0.773254680633545,0.005362325218564717,0.06497149467468262,0.006174268765171333,,sqrt,2,20,500,none,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 20, 'clf__n_estimators': 500, 'clf__strategy': 'none'}",0.5650708980999748,0.5747125195590319,0.5949851172754085,0.5885990681462964,0.5776892817373165,0.5802113769636057,0.010530425095722721,433
